"","MLS","sold_price","zipcode","longitude","latitude","lot_acres","taxes","year_built","bedrooms","bathrooms","sqrt_ft","garage","kitchen_features","fireplaces","floor_covering","HOA"
"815","21609574","795000","85750","-110.827678","32.320048","0.9","10862.77","2004","4","5","4621","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Concrete, Natural Stone","30"
"816","21612131","8e+05","85718","-110.912114","32.302594","1.47","5174.83","1986","3","3","2771","2","None","4","Mexican Tile","194"
"817","21105732","780000","85750","-110.873564","32.32409","0.38","5058","1993","4","4","3784","2","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Natural Stone","63"
"818","21024484","750000","85621","-110.90911","31.377973","8","4243.14","1990","4","4","5514","2","Compactor, Dishwasher, Garbage Disposal, Microwave, Oven","1","Other","0"
"819","21222635","740000","85718","-110.950735","32.300747","1.36","7678.8","2002","5","5","4108","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Mexican Tile","12"
"820","21225650","815000","85755","-110.970342","32.459098","1.9","7732.11","2003","4","5","3551","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","107"
"821","21302016","797000","85750","-110.823886","32.283931","1.28","6063.14","2003","4","4","3689","5","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Natural Stone","110"
"822","21121847","765000","85750","-110.848583","32.319662","0.44","8560.09","2002","4","4","3867","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","116"
"823","21307351","805000","85750","-110.81094","32.289702","0.73","8634.84","2007","4","5","3894","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Concrete, Wood","0"
"824","21315482","815000","85718","-110.908872","32.333236","0.76","5069","1999","4","3","3308","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Mexican Tile","0"
"825","21300691","820000","85750","-110.844403","32.286772","1.03","8542.5","1993","4","3","3551","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","75"
"826","21623680","820000","85742","-111.014674","32.381802","1.39","1627.59","2017","4","4","3400","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","100"
"827","21720926","850000","85749","-110.793587","32.304482","1.33","8483.98","2000","3","3","3147","3","Dishwasher, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless","4","Mexican Tile","62"
"828","21726608","775000","85750","-110.838678","32.316746","0.47","9863.62","1988","3","5","3836","3","Dishwasher, Electric Range, Garbage Disposal, Refrigerator, Countertops: Quartz, Microwave: SS, Oven: SS GE Cafe","1","Carpet, Ceramic Tile","135"
"829","21729517","8e+05","85750","-110.866553","32.326195","0.52","8654","1999","4","3","3424","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Above GAS Cooktop, Oven: Double Ovens","2","Carpet, Ceramic Tile, Natural Stone","55"
"830","21723801","805000","85749","-110.767496","32.275961","1.69","7075","2002","5","3","4238","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless","4","Carpet, Natural Stone","64"
"831","21815625","810000","85750","-110.829223","32.315071","1.53","8182","1961","4","4","4237","2","Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Taj Mahal Quartzite, Microwave: SS Jenn-Air, Oven: SS Jenn-Air","1","Carpet, Other: Porcelain","78.09"
"832","21818616","805000","85749","-110.737425","32.300936","2.39","6925.94","1995","6","6","4225","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: yes","4","Ceramic Tile, Wood","78.09"
"833","21901676","8e+05","85745","-111.065631","32.251736","1.14","7491","1994","5","5","4526","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Black","1","Carpet, Natural Stone","67"
"834","21907643","837000","85704","-110.982195","32.317994","2.08","6486.96","1986","5","3","3853","3.5","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Countertops: Quartz, Oven: Gas","2","Ceramic Tile, Concrete","78.09"
"835","21905837","825000","85749","-110.736772","32.306061","3","9531","2004","5","5","4418","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Dacor Stainless, Oven: Gas Decor Stainless","1","Carpet, Ceramic Tile, Natural Stone, Wood","0"
"836","21913270","8e+05","85750","-110.835455","32.322104","0.42","9740","1993","4","5","4200","3","Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Other, Microwave: microwave, Oven: Oven","1","Carpet, Ceramic Tile","142"
"837","21825746","802500","85718","-110.959567","32.342536","6.11","10773.56","1980","5","4","5951","3","Dishwasher, Refrigerator, Microwave: microwave, Oven: oven/ stove","1","Carpet, Wood","50"
"838","4110917","750000","85621","-110.906907","31.375394","8","4243.14","1990","4","3.5","5514","2","Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Refrigerator, Wet Bar, Appliance Color: White, Countertops: Tile, Microwave: Built-In","1","Mexican Tile","78.09"
"839","21902446","8e+05","85718","-110.928937","32.288142","1","2440","2019","4","4","3515","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","2","Concrete","5"
"840","21916211","812000","85750","-110.829454","32.320424","1.04","7559.47","1988","4","3","3580","3","Dishwasher, Garbage Disposal, Refrigerator","1","Ceramic Tile, Wood","66.67"
"841","21908215","790000","85718","-110.907943","32.336627","0.22","8385","2003","4","4","3232","2","Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite","1","Carpet, Natural Stone","92"
"842","21426326","790000","85737","-110.991185","32.40168","0.87","8999","1999","4","4","4036","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Natural Stone","45"
"843","21326076","849000","85718","-110.898464","32.319941","0.41","6773.81","2001","4","4","4446","4","Dishwasher, Microwave, Oven","0","Carpet, Ceramic Tile","80"
"844","21711176","805000","85742","-111.028186","32.411172","0.97","9784.77","2006","5","6","4628","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Ceramic Tile, Wood","0"
"845","21901358","790000","85739","-110.851166","32.553876","0.28","7727.58","2017","3","3","3032","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in Wall, Oven: Built-in Wall","1","Carpet, Ceramic Tile, Wood","180"
"846","21728257","795000","85718","-110.923246","32.305897","1.44","6800.98","2014","3","3","2706","3","Dishwasher, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","2","Ceramic Tile, Wood","4.16"
"847","21406709","775000","85718","-110.940064","32.313996","0.91","5179","1973","4","4","4113","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone, Wood","50"
"848","21314951","821080","85755","-110.976393","32.460397","1","2841.4","2013","3","3","3005","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone","153"
"849","21410073","770000","85750","-110.844659","32.323698","0.53","6198.49","1995","3","3","3548","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Ceramic Tile","128"
"850","21421092","790000","85718","-110.92419","32.296349","1.34","6454.87","1998","4","4","3239","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Mexican Tile, Wood","151"
"851","21422226","718000","85712","-110.886945","32.260026","1.68","5699.86","1959","6","3","5040","0","Dishwasher, Refrigerator, Oven","1","Concrete, Vinyl, Wood","0"
"852","21431945","770000","85750","-110.833096","32.310391","0.9","7959","1997","5","3","4482","3","Dishwasher, Garbage Disposal, Microwave, Oven","3","Carpet, Ceramic Tile, Other","0"
"853","21118542","750000","85715","-110.861402","32.259228","0.6","8404.19","1968","5","5","4681","2","Refrigerator","3","Carpet, Ceramic Tile, Mexican Tile, Vinyl","48"
"854","21728623","750000","85718","-110.902882","32.319246","0.69","6997.28","1984","4","4","3419","2","Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: White","2","Carpet, Ceramic Tile","135"
"855","21811223","785000","85749","-110.701425","32.269046","5.55","10689.86","1992","4","3","3270","3","Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: GE, Oven: GE","4","Carpet, Mexican Tile","120"
"856","21824482","795000","85718","-110.875446","32.325673","1","6762.45","1979","4","4","4617","2","Desk, Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Warming Drawer","2","Ceramic Tile","258"
"857","21904278","8e+05","85750","-110.828635","32.321001","1.29","8228.97","1987","3","3","3469","2","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Tile","4","Carpet, Ceramic Tile, Natural Stone","67"
"858","21906588","810000","85755","-110.987137","32.428448","0.53","7274.05","2001","3","5","3582","3","Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double/Built-in","2","Carpet, Ceramic Tile, Concrete","18"
"859","21429488","802000","85755","-110.967206","32.464199","0.99","10864.6","1999","5","5","4339","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile, Wood","100"
"860","21819021","731000","85742","-111.03306","32.448583","4.43","11438.96","1995","6","5","5144","3","Dishwasher, Electric Range, Freezer, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven","1","Carpet, Ceramic Tile, Concrete","78.09"
"861","21608030","814500","85755","-110.975818","32.434005","1.18","9281.51","2008","5","5","4123","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Natural Stone","100"
"862","21631813","790000","85716","-110.920428","32.224429","0.52","4369.46","1935","4","3","3661","2.5","Dishwasher, Garbage Disposal, Microwave, Oven","5","Ceramic Tile, Concrete, Mexican Tile, Wood","0"
"863","21124498","750000","85718","-110.87995","32.331111","1.14","7743.43","1982","3","3","4023","5","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile, Wood","141"
"864","21723489","8e+05","85742","-111.02556","32.360886","0.48","8171.31","1988","4","3","3824","3","Dishwasher, Electric Range, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite","4","Carpet, Ceramic Tile","83"
"865","21825715","819000","85755","-110.952628","32.456307","0.7","8442.18","2004","3","3","3330","3","Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","2","Carpet, Ceramic Tile","78.09"
"866","21828660","781250","85718","-110.938762","32.345031","0.81","6471.32","1980","4","3","3875","2","Dishwasher, Double Sink, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: built-in, Oven: Gas","3","Carpet, Ceramic Tile","100"
"867","21831811","8e+05","85623","-110.922582","32.587383","0.24","5298","2017","3","4","2960","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: GE Profile, Oven: GE Profile","1","Other: Porcelain Tile","225.21"
"868","21113616","750000","85755","-111.027838","32.431599","3.3","4395.48","1999","5","3","3622","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Concrete","0"
"869","21632281","825000","85718","-110.914549","32.298839","2.1","11612","1988","4","4","5576","5","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Natural Stone, Wood","194"
"870","21718934","769000","85749","-110.734959","32.303142","3.3","6992.45","1997","3","3","3275","2","Dishwasher, Garbage Disposal, Refrigerator","1","Concrete","100"
"871","21728330","8e+05","85755","-110.983725","32.433397","0.72","6827.81","2006","4","4","3264","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Double SS","2","Carpet, Ceramic Tile","98"
"872","21613527","817034","85755","-110.984403","32.464579","0.24","416.45","2016","2","3","2880","30","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","0","Carpet, Ceramic Tile","167"
"873","21332872","815000","85718","-110.908102","32.322269","0.94","7180.51","2000","4","5","4648","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Concrete, Natural Stone","126"
"874","21627576","799000","85742","-111.013647","32.387155","1.14","8393.74","2009","4","5","5444","3","Dishwasher, Garbage Disposal, Microwave, Oven","0","Carpet, Ceramic Tile","19"
"875","21217495","790000","85755","-110.963813","32.469926","1.01","8618.72","2006","4","4","3660","5","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Ceramic Tile","170"
"876","21221475","780000","85718","-110.909969","32.288496","0.71","9886.87","2006","5","6","4209","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile","38"
"877","21729524","805000","85750","-110.845257","32.292153","0.5","7388.83","2001","3","4","3728","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless","1","Carpet, Other: Porcelain","75"
"878","21913339","798000","85750","-110.858393","32.282656","0.87","6711.64","1982","4","3","3167","3","Dishwasher, Gas Range","1","Natural Stone","6"
"879","21925159","814994","85658","-111.061622","32.440738","4.23","2738.41","2019","4","4","3514","3","Dishwasher, Electric Oven, Garbage Disposal, Gas Cooktop, Gas Range, Island, Lazy Susan, Microwave, Pantry: Walk-In","1","Carpet, Other: porcelain tile","60"
"880","21811727","799847","85755","-110.975082","32.463594","0.24","613","2018","2","2","2541","2","Dishwasher, Garbage Disposal, Pantry: Walk-In","0","Carpet, Natural Stone, Wood","194"
"881","21420722","750000","85718","-110.883581","32.335504","4.96","4222.87","1978","3","3","2680","1","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Ceramic Tile","180"
"882","21310213","775000","85749","-110.715354","32.266284","3.3","5942.56","2002","4","3","3245","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven","2","Concrete","55"
"883","21326401","788500","85739","-110.857729","32.551629","0.34","3960.72","2011","2","3","3612","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Natural Stone","140"
"884","21801530","8e+05","85755","-110.976169","32.426978","3.39","9623.76","2005","4","4","3964","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Warming Drawer, Countertops: Granite, Microwave: Built-in, Oven: Built-in","2","Carpet, Ceramic Tile","35"
